Date,market,item,price,volume_MT
2023-07-04,Colombo,Raddish,112.87,4.88
2023-07-05,Colombo,Raddish,121.38,6.08
2023-07-06,Colombo,Raddish,134.94,5.88
2023-07-07,Colombo,Raddish,76.29,3.71
2023-07-08,Colombo,Raddish,95.97,4.73
2023-07-09,Colombo,Raddish,105.5,2.38
2023-07-10,Colombo,Raddish,115.62,3.98
2023-07-11,Colombo,Raddish,113.14,6.97
2023-07-12,Colombo,Raddish,113.55,4.3
2023-07-13,Colombo,Raddish,122.83,4.81
2023-07-14,Colombo,Raddish,99.86,5.85
2023-07-15,Colombo,Raddish,132.05,5.04
2023-07-16,Colombo,Raddish,123.28,3.53
2023-07-17,Colombo,Raddish,110.08,4.54
2023-07-18,Colombo,Raddish,143.73,5.55
2023-07-19,Colombo,Raddish,142.95,4.66
2023-07-20,Colombo,Raddish,132.03,4.12
2023-07-21,Colombo,Raddish,62.81,7.99
2023-07-22,Colombo,Raddish,143.35,7.02
2023-07-23,Colombo,Raddish,129.61,3.92
2023-07-24,Colombo,Raddish,150.84,4.26
2023-07-25,Colombo,Raddish,137.37,5.56
2023-07-26,Colombo,Raddish,143.34,6.46
2023-07-27,Colombo,Raddish,131.08,5.23
2023-07-28,Colombo,Raddish,139.32,5.51
2023-07-29,Colombo,Raddish,150.63,6.41
2023-07-30,Colombo,Raddish,119.49,5.12
2023-07-31,Colombo,Raddish,88.15,4.67
2023-08-01,Colombo,Raddish,87.25,7.11
2023-08-02,Colombo,Raddish,99.47,5.72
2023-08-03,Colombo,Raddish,93.95,5.44
2023-08-04,Colombo,Raddish,70.8,4.26
2023-08-05,Colombo,Raddish,64.07,6.06
2023-08-06,Colombo,Raddish,79.66,4.44
2023-08-07,Colombo,Raddish,106.79,4.01
2023-08-08,Colombo,Raddish,120.33,5.3
2023-08-09,Colombo,Raddish,108.7,7.12
2023-08-10,Colombo,Raddish,111.17,6.57
2023-08-11,Colombo,Raddish,91.23,7.18
2023-08-12,Colombo,Raddish,62.13,5.14
2023-08-13,Colombo,Raddish,84.67,3.75
2023-08-14,Colombo,Raddish,88.12,4.96
2023-08-15,Colombo,Raddish,83.94,5.96
2023-08-16,Colombo,Raddish,93.61,5.49
2023-08-17,Colombo,Raddish,100.38,5.55
2023-08-18,Colombo,Raddish,107.6,5.99
2023-08-19,Colombo,Raddish,87.78,6.9
2023-08-20,Colombo,Raddish,59.3,4.1
2023-08-21,Colombo,Raddish,84.19,4.7
2023-08-22,Colombo,Raddish,93.42,6.42
2023-08-23,Colombo,Raddish,114.08,5.21
2023-08-24,Colombo,Raddish,82.71,5.21
2023-08-25,Colombo,Raddish,101.64,5.59
2023-08-26,Colombo,Raddish,97.74,4.8
2023-08-27,Colombo,Raddish,93.43,3.88
2023-08-28,Colombo,Raddish,108.96,5.15
2023-08-29,Colombo,Raddish,81.08,5.97
2023-08-30,Colombo,Raddish,82.58,5.31
2023-08-31,Colombo,Raddish,92.45,7.72
2023-09-01,Colombo,Raddish,81.45,5.16
2023-09-02,Colombo,Raddish,101.56,5.13
2023-09-03,Colombo,Raddish,80.17,4.97
2023-09-04,Colombo,Raddish,96.63,4.62
2023-09-05,Colombo,Raddish,90.91,5.88
2023-09-06,Colombo,Raddish,96.43,6.75
2023-09-07,Colombo,Raddish,84.61,6.27
2023-09-08,Colombo,Raddish,86.73,4.93
2023-09-09,Colombo,Raddish,94.35,3.84
2023-09-10,Colombo,Raddish,96.21,3.84
2023-09-11,Colombo,Raddish,92.6,4.88
2023-09-12,Colombo,Raddish,122.54,5.61
2023-09-13,Colombo,Raddish,75.31,6.41
2023-09-14,Colombo,Raddish,91.55,6.17
2023-09-15,Colombo,Raddish,65.1,4.48
2023-09-16,Colombo,Raddish,99.19,5.63
2023-09-17,Colombo,Raddish,73.14,4.43
2023-09-18,Colombo,Raddish,87.8,3.7
2023-09-19,Colombo,Raddish,86.16,5.67
2023-09-20,Colombo,Raddish,97.6,6.35
2023-09-21,Colombo,Raddish,82.99,6.07
2023-09-22,Colombo,Raddish,82.25,6.94
2023-09-23,Colombo,Raddish,117.83,6.35
2023-09-24,Colombo,Raddish,97.66,3.6
2023-09-25,Colombo,Raddish,82.85,3.9
2023-09-26,Colombo,Raddish,88.29,6.02
2023-09-27,Colombo,Raddish,121.5,7.2
2023-09-28,Colombo,Raddish,88.56,5.57
2023-09-29,Colombo,Raddish,80.61,4.44
2023-09-30,Colombo,Raddish,80.68,6.4
2023-10-01,Colombo,Raddish,83.06,3.72
2023-10-02,Colombo,Raddish,82.27,3.39
2023-10-03,Colombo,Raddish,70.27,6.02
2023-10-04,Colombo,Raddish,72.99,6.88
2023-10-05,Colombo,Raddish,78.16,5.48
2023-10-06,Colombo,Raddish,103.05,6.45
2023-10-07,Colombo,Raddish,86.01,6.61
2023-10-08,Colombo,Raddish,89.06,4.7
2023-10-09,Colombo,Raddish,114.94,3.74
2023-10-10,Colombo,Raddish,115.38,4.99
2023-10-11,Colombo,Raddish,87.75,5.11
2023-10-12,Colombo,Raddish,81.64,6.71
2023-10-13,Colombo,Raddish,77.55,6.6
2023-10-14,Colombo,Raddish,104.83,5.14
2023-10-15,Colombo,Raddish,89.11,5.54
2023-10-16,Colombo,Raddish,85.92,3.52
2023-10-17,Colombo,Raddish,78.44,6.9
2023-10-18,Colombo,Raddish,79.21,7.37
2023-10-19,Colombo,Raddish,98.3,6.1
2023-10-20,Colombo,Raddish,69.65,5.31
2023-10-21,Colombo,Raddish,110.13,5.33
2023-10-22,Colombo,Raddish,83.35,4.03
2023-10-23,Colombo,Raddish,90.08,4.88
2023-10-24,Colombo,Raddish,69.28,4.92
2023-10-25,Colombo,Raddish,92.48,4.35
2023-10-26,Colombo,Raddish,86.95,6.33
2023-10-27,Colombo,Raddish,91.82,6.52
2023-10-28,Colombo,Raddish,118.48,7.77
2023-10-29,Colombo,Raddish,95.82,3.33
2023-10-30,Colombo,Raddish,78.78,4.12
2023-10-31,Colombo,Raddish,80.24,7.05
2023-11-01,Colombo,Raddish,80.08,9.16
2023-11-02,Colombo,Raddish,92.4,8.74
2023-11-03,Colombo,Raddish,74.59,10.07
2023-11-04,Colombo,Raddish,81.72,8.19
2023-11-05,Colombo,Raddish,80.33,7.1
2023-11-06,Colombo,Raddish,94.51,5.12
2023-11-07,Colombo,Raddish,35.5,6.95
2023-11-08,Colombo,Raddish,81.34,8.63
2023-11-09,Colombo,Raddish,86.89,5.54
2023-11-10,Colombo,Raddish,46.2,9.11
2023-11-11,Colombo,Raddish,54.14,6.66
2023-11-12,Colombo,Raddish,54.75,6.57
2023-11-13,Colombo,Raddish,56.89,6.48
2023-11-14,Colombo,Raddish,61.22,8.91
2023-11-15,Colombo,Raddish,73.91,9.59
2023-11-16,Colombo,Raddish,84.83,9.28
2023-11-17,Colombo,Raddish,88.6,8.6
2023-11-18,Colombo,Raddish,54.99,11.47
2023-11-19,Colombo,Raddish,54.87,6.67
2023-11-20,Colombo,Raddish,92.72,7.03
2023-11-21,Colombo,Raddish,80.99,10.45
2023-11-22,Colombo,Raddish,71.12,9.9
2023-11-23,Colombo,Raddish,77.96,11.78
2023-11-24,Colombo,Raddish,69.14,9.22
2023-11-25,Colombo,Raddish,78.86,8.99
2023-11-26,Colombo,Raddish,63.78,5.69
2023-11-27,Colombo,Raddish,74.38,6.06
2023-11-28,Colombo,Raddish,43.21,8.01
2023-11-29,Colombo,Raddish,57.62,9.91
2023-11-30,Colombo,Raddish,57.81,7.77
2023-12-01,Colombo,Raddish,63.11,9.1
2023-12-02,Colombo,Raddish,53.44,9.76
2023-12-03,Colombo,Raddish,60.33,6.44
2023-12-04,Colombo,Raddish,43.14,5.45
2023-12-05,Colombo,Raddish,79.29,9.94
2023-12-06,Colombo,Raddish,68.23,8.88
2023-12-07,Colombo,Raddish,39.8,5.12
2023-12-08,Colombo,Raddish,55.05,7.67
2023-12-09,Colombo,Raddish,75.57,10.89
2023-12-10,Colombo,Raddish,60.17,7.7
2023-12-11,Colombo,Raddish,57.47,6.8
2023-12-12,Colombo,Raddish,68.37,10.06
2023-12-13,Colombo,Raddish,75.7,7.95
2023-12-14,Colombo,Raddish,44.52,8.65
2023-12-15,Colombo,Raddish,79.32,10.67
2023-12-16,Colombo,Raddish,55.66,9.57
2023-12-17,Colombo,Raddish,69.37,6.36
2023-12-18,Colombo,Raddish,73.21,6.42
2023-12-19,Colombo,Raddish,64.6,11.09
2023-12-20,Colombo,Raddish,55.9,11.02
2023-12-21,Colombo,Raddish,68.83,10.35
2023-12-22,Colombo,Raddish,105.42,9.85
2023-12-23,Colombo,Raddish,53.1,9.23
2023-12-24,Colombo,Raddish,106.6,7.54
2023-12-25,Colombo,Raddish,75.51,5.89
2023-12-26,Colombo,Raddish,70.31,7.79
2023-12-27,Colombo,Raddish,50.65,7.04
2023-12-28,Colombo,Raddish,56.18,10.67
2023-12-29,Colombo,Raddish,60.88,8.03
2023-12-30,Colombo,Raddish,51.37,9.55
2023-12-31,Colombo,Raddish,66.03,6.18
2024-01-01,Colombo,Raddish,62.56,9.04
2024-01-02,Colombo,Raddish,102.12,9.6
2024-01-03,Colombo,Raddish,49.27,6.49
2024-01-04,Colombo,Raddish,71.5,10.59
2024-01-05,Colombo,Raddish,74.04,8.48
2024-01-06,Colombo,Raddish,50.95,8.73
2024-01-07,Colombo,Raddish,84.5,5.85
2024-01-08,Colombo,Raddish,65.49,6.69
2024-01-09,Colombo,Raddish,31.15,9.54
2024-01-10,Colombo,Raddish,84.03,8.39
2024-01-11,Colombo,Raddish,54.98,8.78
2024-01-12,Colombo,Raddish,56.19,9.65
2024-01-13,Colombo,Raddish,86.6,6.16
2024-01-14,Colombo,Raddish,70.54,5.33
2024-01-15,Colombo,Raddish,85.78,7.88
2024-01-16,Colombo,Raddish,90.91,9.44
2024-01-17,Colombo,Raddish,58.41,8.29
2024-01-18,Colombo,Raddish,83.6,6.71
2024-01-19,Colombo,Raddish,56.47,8.92
2024-01-20,Colombo,Raddish,108.83,10.33
2024-01-21,Colombo,Raddish,57.57,8.79
2024-01-22,Colombo,Raddish,87.68,8.09
2024-01-23,Colombo,Raddish,84.49,7.8
2024-01-24,Colombo,Raddish,75.25,8.33
2024-01-25,Colombo,Raddish,57.96,7.01
2024-01-26,Colombo,Raddish,67.06,7.86
2024-01-27,Colombo,Raddish,31.99,8.71
2024-01-28,Colombo,Raddish,73.65,5.95
2024-01-29,Colombo,Raddish,75.84,8.24
2024-01-30,Colombo,Raddish,72.05,7.22
2024-01-31,Colombo,Raddish,31.15,8.94
2024-02-01,Colombo,Raddish,70.6,6.21
2024-02-02,Colombo,Raddish,79.67,9.45
2024-02-03,Colombo,Raddish,97.88,7.19
2024-02-04,Colombo,Raddish,97.84,7.34
2024-02-05,Colombo,Raddish,89.79,6.02
2024-02-06,Colombo,Raddish,103.9,7.11
2024-02-07,Colombo,Raddish,74.8,6.16
2024-02-08,Colombo,Raddish,103.47,7.68
2024-02-09,Colombo,Raddish,101.09,9.32
2024-02-10,Colombo,Raddish,99.39,9.57
2024-02-11,Colombo,Raddish,89.59,5.83
2024-02-12,Colombo,Raddish,124.85,7.17
2024-02-13,Colombo,Raddish,101.42,7.47
2024-02-14,Colombo,Raddish,75.82,5.05
2024-02-15,Colombo,Raddish,97.13,9.38
2024-02-16,Colombo,Raddish,105.97,10.74
2024-02-17,Colombo,Raddish,82.48,10.75
2024-02-18,Colombo,Raddish,111.87,5.07
2024-02-19,Colombo,Raddish,99.48,5.79
2024-02-20,Colombo,Raddish,51.75,9.98
2024-02-21,Colombo,Raddish,98.04,8.15
2024-02-22,Colombo,Raddish,85.67,9.14
2024-02-23,Colombo,Raddish,102.2,8.03
2024-02-24,Colombo,Raddish,109.33,7.53
2024-02-25,Colombo,Raddish,96.21,5.45
2024-02-26,Colombo,Raddish,121.96,7.2
2024-02-27,Colombo,Raddish,89.66,9.02
2024-02-28,Colombo,Raddish,103.74,10.72
2024-02-29,Colombo,Raddish,106.89,9.7
2024-03-01,Colombo,Raddish,91.09,7.45
2024-03-02,Colombo,Raddish,106.44,6.74
2024-03-03,Colombo,Raddish,82.38,4.68
2024-03-04,Colombo,Raddish,85.39,4.12
2024-03-05,Colombo,Raddish,69.8,8.71
2024-03-06,Colombo,Raddish,97.03,6.1
2024-03-07,Colombo,Raddish,98.5,4.22
2024-03-08,Colombo,Raddish,113.46,6.24
2024-03-09,Colombo,Raddish,106.66,5.12
2024-03-10,Colombo,Raddish,87.81,4.84
2024-03-11,Colombo,Raddish,72.16,4.66
2024-03-12,Colombo,Raddish,100.38,5.83
2024-03-13,Colombo,Raddish,112.26,5.2
2024-03-14,Colombo,Raddish,106.03,6.13
2024-03-15,Colombo,Raddish,111.8,5.42
2024-03-16,Colombo,Raddish,89.09,6.71
2024-03-17,Colombo,Raddish,84.63,4.55
2024-03-18,Colombo,Raddish,79.9,6.05
2024-03-19,Colombo,Raddish,91.83,5.6
2024-03-20,Colombo,Raddish,91.43,5.73
2024-03-21,Colombo,Raddish,96.43,5.86
2024-03-22,Colombo,Raddish,90.54,5.9
2024-03-23,Colombo,Raddish,90.47,6.92
2024-03-24,Colombo,Raddish,79.2,4.03
2024-03-25,Colombo,Raddish,109.31,5.44
2024-03-26,Colombo,Raddish,94.15,6.52
2024-03-27,Colombo,Raddish,89.76,5.56
2024-03-28,Colombo,Raddish,79.72,5.33
2024-03-29,Colombo,Raddish,69.48,6.94
2024-03-30,Colombo,Raddish,115.73,6.03
2024-03-31,Colombo,Raddish,102.53,4.21
2024-04-01,Colombo,Raddish,64.37,3.82
2024-04-02,Colombo,Raddish,106.19,5.94
2024-04-03,Colombo,Raddish,108.98,5.42
2024-04-04,Colombo,Raddish,95.0,7.23
2024-04-05,Colombo,Raddish,120.81,6.65
2024-04-06,Colombo,Raddish,109.53,6.5
2024-04-07,Colombo,Raddish,80.91,4.54
2024-04-08,Colombo,Raddish,112.13,4.73
2024-04-09,Colombo,Raddish,110.02,6.67
2024-04-10,Colombo,Raddish,104.85,6.15
2024-04-11,Colombo,Raddish,125.47,5.13
2024-04-12,Colombo,Raddish,86.2,6.32
2024-04-13,Colombo,Raddish,142.46,7.53
2024-04-14,Colombo,Raddish,105.11,4.63
2024-04-15,Colombo,Raddish,75.57,4.72
2024-04-16,Colombo,Raddish,90.83,5.79
2024-04-17,Colombo,Raddish,100.41,7.69
2024-04-18,Colombo,Raddish,95.7,5.49
2024-04-19,Colombo,Raddish,79.82,6.13
2024-04-20,Colombo,Raddish,83.96,5.74
2024-04-21,Colombo,Raddish,72.98,4.48
2024-04-22,Colombo,Raddish,88.89,4.87
2024-04-23,Colombo,Raddish,111.66,6.55
2024-04-24,Colombo,Raddish,92.76,4.17
2024-04-25,Colombo,Raddish,107.89,6.45
2024-04-26,Colombo,Raddish,118.33,5.09
2024-04-27,Colombo,Raddish,82.53,5.72
2024-04-28,Colombo,Raddish,89.57,4.63
2024-04-29,Colombo,Raddish,130.87,3.49
2024-04-30,Colombo,Raddish,118.14,7.04
2024-05-01,Colombo,Raddish,86.59,5.68
2024-05-02,Colombo,Raddish,122.68,7.95
2024-05-03,Colombo,Raddish,115.9,6.06
2024-05-04,Colombo,Raddish,130.37,7.53
2024-05-05,Colombo,Raddish,102.84,4.95
2024-05-06,Colombo,Raddish,101.19,3.82
2024-05-07,Colombo,Raddish,104.05,4.83
2024-05-08,Colombo,Raddish,105.88,6.1
2024-05-09,Colombo,Raddish,130.18,5.48
2024-05-10,Colombo,Raddish,95.21,7.42
2024-05-11,Colombo,Raddish,104.99,5.78
2024-05-12,Colombo,Raddish,84.56,4.01
2024-05-13,Colombo,Raddish,133.54,3.32
2024-05-14,Colombo,Raddish,138.17,6.38
2024-05-15,Colombo,Raddish,110.17,4.94
2024-05-16,Colombo,Raddish,119.91,6.81
2024-05-17,Colombo,Raddish,133.07,6.94
2024-05-18,Colombo,Raddish,150.96,5.67
2024-05-19,Colombo,Raddish,132.29,5.11
2024-05-20,Colombo,Raddish,119.83,4.48
2024-05-21,Colombo,Raddish,103.69,5.2
2024-05-22,Colombo,Raddish,112.51,8.22
2024-05-23,Colombo,Raddish,140.25,6.0
2024-05-24,Colombo,Raddish,104.43,6.46
2024-05-25,Colombo,Raddish,119.33,6.38
2024-05-26,Colombo,Raddish,106.22,4.45
2024-05-27,Colombo,Raddish,97.37,4.43
2024-05-28,Colombo,Raddish,95.29,5.13
2024-05-29,Colombo,Raddish,143.28,7.52
2024-05-30,Colombo,Raddish,131.49,6.86
2024-05-31,Colombo,Raddish,146.23,6.43
2024-06-01,Colombo,Raddish,125.37,4.8
2024-06-02,Colombo,Raddish,108.38,3.58
2024-06-03,Colombo,Raddish,139.1,4.61
2024-06-04,Colombo,Raddish,115.34,4.2
2024-06-05,Colombo,Raddish,119.79,6.3
2024-06-06,Colombo,Raddish,115.17,4.8
2024-06-07,Colombo,Raddish,64.29,5.22
2024-06-08,Colombo,Raddish,144.03,4.73
2024-06-09,Colombo,Raddish,124.52,4.36
2024-06-10,Colombo,Raddish,121.7,4.9
2024-06-11,Colombo,Raddish,114.84,6.31
2024-06-12,Colombo,Raddish,118.79,6.41
2024-06-13,Colombo,Raddish,105.46,6.15
2024-06-14,Colombo,Raddish,126.73,6.61
2024-06-15,Colombo,Raddish,93.03,6.42
2024-06-16,Colombo,Raddish,119.19,2.49
2024-06-17,Colombo,Raddish,125.76,4.77
2024-06-18,Colombo,Raddish,112.45,6.72
2024-06-19,Colombo,Raddish,122.43,5.67
2024-06-20,Colombo,Raddish,98.56,4.22
2024-06-21,Colombo,Raddish,99.01,6.22
2024-06-22,Colombo,Raddish,120.08,6.29
2024-06-23,Colombo,Raddish,127.82,3.92
2024-06-24,Colombo,Raddish,83.09,4.32
2024-06-25,Colombo,Raddish,125.08,6.96
2024-06-26,Colombo,Raddish,106.42,8.16
2024-06-27,Colombo,Raddish,112.56,6.13
2024-06-28,Colombo,Raddish,92.47,6.3
2024-06-29,Colombo,Raddish,101.02,5.26
2024-06-30,Colombo,Raddish,132.86,3.88
2024-07-01,Colombo,Raddish,116.51,4.11
2024-07-02,Colombo,Raddish,109.23,7.06
2024-07-03,Colombo,Raddish,113.9,6.74
2024-07-04,Colombo,Raddish,124.51,7.74
2024-07-05,Colombo,Raddish,123.66,4.66
2024-07-06,Colombo,Raddish,114.63,4.81
2024-07-07,Colombo,Raddish,135.09,4.89
2024-07-08,Colombo,Raddish,132.94,5.11
2024-07-09,Colombo,Raddish,123.18,6.03
2024-07-10,Colombo,Raddish,116.9,1.98
2024-07-11,Colombo,Raddish,127.46,5.33
2024-07-12,Colombo,Raddish,121.45,6.3
2024-07-13,Colombo,Raddish,134.53,5.19
2024-07-14,Colombo,Raddish,131.71,4.32
2024-07-15,Colombo,Raddish,98.11,5.4
2024-07-16,Colombo,Raddish,96.92,7.28
2024-07-17,Colombo,Raddish,103.66,6.73
2024-07-18,Colombo,Raddish,133.05,5.94
2024-07-19,Colombo,Raddish,88.34,5.55
2024-07-20,Colombo,Raddish,122.87,6.68
2024-07-21,Colombo,Raddish,122.3,4.22
2024-07-22,Colombo,Raddish,136.32,4.24
2024-07-23,Colombo,Raddish,119.11,4.6
2024-07-24,Colombo,Raddish,92.42,5.36
2024-07-25,Colombo,Raddish,99.15,6.68
2024-07-26,Colombo,Raddish,95.25,5.01
2024-07-27,Colombo,Raddish,106.53,6.24
2024-07-28,Colombo,Raddish,112.75,4.46
2024-07-29,Colombo,Raddish,95.54,4.5
2024-07-30,Colombo,Raddish,141.72,6.5
2024-07-31,Colombo,Raddish,92.74,6.56
2024-08-01,Colombo,Raddish,116.49,5.44
2024-08-02,Colombo,Raddish,113.67,4.68
2024-08-03,Colombo,Raddish,108.64,5.21
2024-08-04,Colombo,Raddish,80.75,4.66
2024-08-05,Colombo,Raddish,98.91,3.44
2024-08-06,Colombo,Raddish,70.53,5.06
2024-08-07,Colombo,Raddish,108.87,5.06
2024-08-08,Colombo,Raddish,91.61,4.34
2024-08-09,Colombo,Raddish,85.74,4.97
2024-08-10,Colombo,Raddish,71.47,6.9
2024-08-11,Colombo,Raddish,49.51,3.75
2024-08-12,Colombo,Raddish,74.72,3.1
2024-08-13,Colombo,Raddish,112.41,5.54
2024-08-14,Colombo,Raddish,85.86,6.46
2024-08-15,Colombo,Raddish,89.95,4.35
2024-08-16,Colombo,Raddish,104.4,6.86
2024-08-17,Colombo,Raddish,124.55,4.7
2024-08-18,Colombo,Raddish,116.13,3.95
2024-08-19,Colombo,Raddish,75.88,3.94
2024-08-20,Colombo,Raddish,58.89,5.49
2024-08-21,Colombo,Raddish,134.26,5.94
2024-08-22,Colombo,Raddish,132.67,6.7
2024-08-23,Colombo,Raddish,96.22,5.96
2024-08-24,Colombo,Raddish,70.66,5.45
2024-08-25,Colombo,Raddish,109.8,4.49
2024-08-26,Colombo,Raddish,91.03,4.33
2024-08-27,Colombo,Raddish,90.94,5.4
2024-08-28,Colombo,Raddish,108.59,6.04
2024-08-29,Colombo,Raddish,98.78,5.32
2024-08-30,Colombo,Raddish,72.15,5.22
2024-08-31,Colombo,Raddish,87.24,6.73
2024-09-01,Colombo,Raddish,104.51,4.48
2024-09-02,Colombo,Raddish,101.87,4.69
2024-09-03,Colombo,Raddish,97.52,6.57
2024-09-04,Colombo,Raddish,109.28,5.2
2024-09-05,Colombo,Raddish,86.59,6.9
2024-09-06,Colombo,Raddish,96.06,5.73
2024-09-07,Colombo,Raddish,33.8,6.84
2024-09-08,Colombo,Raddish,85.05,4.12
2024-09-09,Colombo,Raddish,106.31,4.4
2024-09-10,Colombo,Raddish,86.09,6.31
2024-09-11,Colombo,Raddish,84.77,6.73
2024-09-12,Colombo,Raddish,74.69,4.53
2024-09-13,Colombo,Raddish,110.51,4.58
2024-09-14,Colombo,Raddish,102.54,6.6
2024-09-15,Colombo,Raddish,107.4,4.42
2024-09-16,Colombo,Raddish,62.7,3.71
2024-09-17,Colombo,Raddish,90.13,6.33
2024-09-18,Colombo,Raddish,88.03,4.73
2024-09-19,Colombo,Raddish,88.02,8.94
2024-09-20,Colombo,Raddish,82.15,7.18
2024-09-21,Colombo,Raddish,86.88,6.56
2024-09-22,Colombo,Raddish,107.83,4.25
2024-09-23,Colombo,Raddish,59.43,3.81
2024-09-24,Colombo,Raddish,124.08,4.82
2024-09-25,Colombo,Raddish,101.42,5.9
2024-09-26,Colombo,Raddish,92.2,5.23
2024-09-27,Colombo,Raddish,108.83,5.28
2024-09-28,Colombo,Raddish,67.51,4.72
2024-09-29,Colombo,Raddish,81.3,4.36
2024-09-30,Colombo,Raddish,90.83,3.96
2024-10-01,Colombo,Raddish,116.87,6.48
2024-10-02,Colombo,Raddish,92.13,6.41
2024-10-03,Colombo,Raddish,100.83,6.21
2024-10-04,Colombo,Raddish,82.62,8.39
2024-10-05,Colombo,Raddish,101.48,6.74
2024-10-06,Colombo,Raddish,122.33,3.41
2024-10-07,Colombo,Raddish,110.39,4.49
2024-10-08,Colombo,Raddish,91.53,5.95
2024-10-09,Colombo,Raddish,104.79,4.79
2024-10-10,Colombo,Raddish,103.07,4.72
2024-10-11,Colombo,Raddish,101.83,6.41
2024-10-12,Colombo,Raddish,112.44,6.63
2024-10-13,Colombo,Raddish,112.31,3.54
2024-10-14,Colombo,Raddish,90.73,4.81
2024-10-15,Colombo,Raddish,104.2,6.26
2024-10-16,Colombo,Raddish,86.25,7.08
2022-01-01,Dambulla,Raddish,17.5,10.47
2022-01-02,Dambulla,Raddish,23.8,6.15
2022-01-03,Dambulla,Raddish,40.08,7.85
2022-01-04,Dambulla,Raddish,17.5,7.48
2022-01-05,Dambulla,Raddish,119.01,12.23
2022-01-06,Dambulla,Raddish,17.5,7.81
2022-01-07,Dambulla,Raddish,277.14,9.22
2022-01-08,Dambulla,Raddish,174.93,8.5
2022-01-09,Dambulla,Raddish,26.38,6.13
2022-01-10,Dambulla,Raddish,49.17,9.35
2022-01-11,Dambulla,Raddish,75.3,8.84
2022-01-12,Dambulla,Raddish,17.5,10.72
2022-01-13,Dambulla,Raddish,66.0,9.17
2022-01-14,Dambulla,Raddish,39.03,11.09
2022-01-15,Dambulla,Raddish,38.57,8.27
2022-01-16,Dambulla,Raddish,61.81,6.54
2022-01-17,Dambulla,Raddish,17.5,6.89
2022-01-18,Dambulla,Raddish,49.85,8.03
2022-01-19,Dambulla,Raddish,60.29,12.72
2022-01-20,Dambulla,Raddish,57.38,9.92
2022-01-21,Dambulla,Raddish,28.33,8.69
2022-01-22,Dambulla,Raddish,142.4,8.06
2022-01-23,Dambulla,Raddish,17.5,6.39
2022-01-24,Dambulla,Raddish,65.68,5.15
2022-01-25,Dambulla,Raddish,155.84,11.41
2022-01-26,Dambulla,Raddish,39.83,9.58
2022-01-27,Dambulla,Raddish,64.6,8.88
2022-01-28,Dambulla,Raddish,38.4,10.41
2022-01-29,Dambulla,Raddish,150.79,8.03
2022-01-30,Dambulla,Raddish,24.81,5.21
2022-01-31,Dambulla,Raddish,154.67,6.18
2022-02-01,Dambulla,Raddish,53.3,9.17
2022-02-02,Dambulla,Raddish,17.5,9.72
2022-02-03,Dambulla,Raddish,119.28,7.01
2022-02-04,Dambulla,Raddish,36.36,8.38
2022-02-05,Dambulla,Raddish,114.32,4.84
2022-02-06,Dambulla,Raddish,17.5,5.18
2022-02-07,Dambulla,Raddish,62.47,6.98
2022-02-08,Dambulla,Raddish,23.3,10.3
2022-02-09,Dambulla,Raddish,17.5,7.46
2022-02-10,Dambulla,Raddish,17.5,8.56
2022-02-11,Dambulla,Raddish,17.5,9.03
2022-02-12,Dambulla,Raddish,57.99,10.46
2022-02-13,Dambulla,Raddish,17.5,7.74
2022-02-14,Dambulla,Raddish,88.69,6.44
2022-02-15,Dambulla,Raddish,177.16,8.65
2022-02-16,Dambulla,Raddish,85.71,7.05
2022-02-17,Dambulla,Raddish,130.21,9.15
2022-02-18,Dambulla,Raddish,154.27,11.8
2022-02-19,Dambulla,Raddish,166.23,10.74
2022-02-20,Dambulla,Raddish,219.63,6.47
2022-02-21,Dambulla,Raddish,19.97,6.59
2022-02-22,Dambulla,Raddish,17.5,8.07
2022-02-23,Dambulla,Raddish,128.06,8.52
2022-02-24,Dambulla,Raddish,121.72,9.2
2022-02-25,Dambulla,Raddish,127.4,9.2
2022-02-26,Dambulla,Raddish,221.24,10.36
2022-02-27,Dambulla,Raddish,63.0,7.21
2022-02-28,Dambulla,Raddish,97.95,6.79
2022-03-01,Dambulla,Raddish,17.5,5.1
2022-03-02,Dambulla,Raddish,241.98,5.13
2022-03-03,Dambulla,Raddish,33.68,5.2
2022-03-04,Dambulla,Raddish,36.07,6.21
2022-03-05,Dambulla,Raddish,32.82,4.18
2022-03-06,Dambulla,Raddish,17.5,4.2
2022-03-07,Dambulla,Raddish,17.5,5.09
2022-03-08,Dambulla,Raddish,17.91,6.6
2022-03-09,Dambulla,Raddish,17.5,5.68
2022-03-10,Dambulla,Raddish,17.5,5.37
2022-03-11,Dambulla,Raddish,226.28,6.73
2022-03-12,Dambulla,Raddish,124.04,6.28
2022-03-13,Dambulla,Raddish,140.07,4.04
2022-03-14,Dambulla,Raddish,161.25,3.83
2022-03-15,Dambulla,Raddish,216.61,6.07
2022-03-16,Dambulla,Raddish,17.5,5.73
2022-03-17,Dambulla,Raddish,17.5,6.71
2022-03-18,Dambulla,Raddish,17.5,7.12
2022-03-19,Dambulla,Raddish,22.47,4.77
2022-03-20,Dambulla,Raddish,36.72,3.43
2022-03-21,Dambulla,Raddish,24.39,5.05
2022-03-22,Dambulla,Raddish,80.53,6.15
2022-03-23,Dambulla,Raddish,65.03,4.98
2022-03-24,Dambulla,Raddish,17.5,6.88
2022-03-25,Dambulla,Raddish,17.5,6.31
2022-03-26,Dambulla,Raddish,17.5,7.98
